Instance_id,Product_id,Store_id,Week_id,Quantity,Promo,Promo_code
201,1358379,2,45,3,0,No Promo
202,1990160,2,46,26,0,No Promo
203,1606603,2,47,22,0,No Promo
204,1202163,2,48,24,0,No Promo
205,1617330,2,49,45,1,2
206,1082700,2,50,47,1,3
207,1202163,2,51,46,1,3
208,1617330,2,52,57,1,3
209,1445605,2,53,23,0,No Promo
210,1617330,2,54,31,0,No Promo
211,1938449,2,55,1,0,No Promo
212,1944188,2,56,12,0,No Promo
213,1606603,2,57,23,1,2
214,1938449,2,58,22,1,1
215,1829013,2,59,54,1,3
216,1202163,2,60,33,0,No Promo
217,1202163,2,61,9,0,No Promo
218,1606603,2,62,25,1,2
219,1358379,2,63,1,0,No Promo
220,1358379,2,64,49,1,3
221,1358379,2,65,46,1,3
222,1358379,2,66,25,1,2
223,1617330,2,67,5,0,No Promo
224,1617330,2,68,34,0,No Promo
225,1703768,2,69,25,1,2
226,1617330,2,70,28,1,1
227,1358379,2,71,48,1,3
228,1358379,2,72,3,1,4
229,1944188,2,73,5,1,4
230,1476108,2,74,25,0,No Promo
231,1082700,2,75,24,0,No Promo
232,1358379,2,76,7,1,4
233,1606603,2,77,3,0,No Promo
234,1445605,2,78,24,0,No Promo
235,1202963,2,79,38,1,2
236,1944188,2,80,51,1,3
237,1990160,2,81,27,1,2
238,1829013,2,82,1,0,No Promo
239,1829013,2,83,3,0,No Promo
240,1990160,2,84,6,0,No Promo
241,1620561,2,85,17,1,1
242,1345542,2,86,18,0,No Promo
243,1345542,2,87,51,1,3
244,1082700,2,88,4,0,No Promo
245,1617330,2,89,32,0,No Promo
246,1938449,2,90,2,0,No Promo
247,1202163,2,91,32,0,No Promo
248,1273498,2,92,15,1,2
249,1338430,2,93,39,0,No Promo
250,1703768,2,94,50,1,2
251,1526546,2,95,14,1,4
252,1829013,2,96,5,0,No Promo
253,1445605,2,97,40,1,2
254,1202963,2,98,4,0,No Promo
255,1990160,2,99,28,0,No Promo
256,1606603,2,100,11,0,No Promo
257,1476108,2,101,7,1,2
258,1358379,2,102,49,1,3
259,1300188,2,103,8,1,2
260,1082700,2,104,12,0,No Promo
261,1617330,2,105,33,1,4
262,1273498,2,106,51,1,1
263,1938449,2,107,3,0,No Promo
264,1938449,2,108,7,1,2
265,1476108,2,109,33,0,No Promo
266,1345542,2,110,43,1,4
267,1338430,2,111,35,0,No Promo
268,1358379,2,112,9,1,1
269,1202963,2,113,10,0,No Promo
270,1990160,2,114,55,1,1
271,1358379,2,115,19,1,2
272,1300188,2,116,51,1,1
273,1944188,2,117,36,1,2
274,1990160,2,118,5,0,No Promo
275,1526546,2,119,19,1,1
276,1703768,2,120,18,1,4
277,1829013,2,121,50,1,2
278,1345542,2,122,38,0,No Promo
279,1829013,2,123,27,0,No Promo
280,1829013,2,124,13,0,No Promo
281,1300188,2,125,45,1,1
282,1617330,2,126,13,1,4
283,1202163,2,127,26,1,4
284,1938449,2,128,5,0,No Promo
285,1338430,2,129,34,1,4
286,1273498,2,130,25,0,No Promo
287,1300188,2,131,8,1,2
288,1338430,2,132,58,1,3
289,1990160,2,133,20,0,No Promo
290,1345542,2,134,51,1,4
291,1526546,2,135,39,1,4
292,1338430,2,136,9,0,No Promo
293,1944188,2,137,7,0,No Promo
294,1944188,2,138,19,1,2
295,1703768,2,139,6,0,No Promo
296,1990160,2,140,43,1,1
297,1606603,2,141,14,0,No Promo
298,1620561,2,142,16,0,No Promo
299,1358379,2,143,17,1,1
300,1617330,2,144,33,0,No Promo
301,1273498,2,145,16,0,No Promo
302,1300188,2,146,53,1,3
303,1358379,2,147,1,0,No Promo
304,1620561,2,148,31,1,2
305,1526546,2,149,24,0,No Promo
306,1990160,2,150,6,0,No Promo
307,1358379,2,151,49,1,3
308,1300188,2,152,26,0,No Promo
309,1082700,2,153,10,1,1
310,1526546,2,154,19,0,No Promo
311,1617330,2,155,24,1,1
312,1617330,2,156,32,0,No Promo
313,1829013,3,1,1,0,No Promo
314,1202963,3,2,31,0,No Promo
315,1445605,3,3,18,0,No Promo
316,1938449,3,4,42,1,4
317,1829013,3,5,14,1,1
318,1345542,3,6,27,1,2
319,1938449,3,7,57,1,3
320,1202963,3,8,31,1,4
321,1990160,3,9,57,1,3
322,1358379,3,10,52,1,2
323,1703768,3,11,53,1,3
324,1476108,3,12,31,0,No Promo
325,1445605,3,13,8,1,1
326,1606603,3,14,57,1,3
327,1358379,3,15,18,0,No Promo
328,1990160,3,16,18,0,No Promo
329,1526546,3,17,14,0,No Promo
330,1273498,3,18,32,0,No Promo
331,1273498,3,19,21,0,No Promo
332,1938449,3,20,31,0,No Promo
333,1703768,3,21,21,0,No Promo
334,1082700,3,22,36,1,1
335,1526546,3,23,6,1,2
336,1202163,3,24,18,0,No Promo
337,1829013,3,25,26,0,No Promo
338,1338430,3,26,16,0,No Promo
339,1082700,3,27,51,1,3
340,1273498,3,28,30,0,No Promo
341,1526546,3,29,8,1,4
342,1338430,3,30,35,0,No Promo
343,1526546,3,31,29,1,2
344,1345542,3,32,30,0,No Promo
345,1358379,3,33,34,0,No Promo
346,1273498,3,34,17,0,No Promo
347,1345542,3,35,50,1,3
348,1358379,3,36,46,1,3
349,1345542,3,37,30,1,2
350,1703768,3,38,15,1,1
351,1990160,3,39,28,1,4
352,1829013,3,40,29,0,No Promo
353,1202963,3,41,37,0,No Promo
354,1476108,3,42,31,0,No Promo
355,1703768,3,43,24,1,4
356,1617330,3,44,8,0,No Promo
357,1338430,3,45,8,0,No Promo
358,1620561,3,46,19,1,1
359,1620561,3,47,13,0,No Promo
360,1938449,3,48,22,0,No Promo
361,1526546,3,49,12,1,4
362,1345542,3,50,27,1,4
363,1620561,3,51,57,1,3
364,1202963,3,52,11,0,No Promo
365,1202163,3,53,17,1,1
366,1990160,3,54,15,0,No Promo
367,1445605,3,55,23,1,4
368,1202163,3,56,28,1,1
369,1445605,3,57,32,0,No Promo
370,1202963,3,58,26,0,No Promo
371,1345542,3,59,12,1,4
372,1273498,3,60,41,1,1
373,1620561,3,61,30,0,No Promo
374,1938449,3,62,40,1,1
375,1345542,3,63,28,0,No Promo
376,1620561,3,64,37,0,No Promo
377,1338430,3,65,52,1,1
378,1617330,3,66,17,0,No Promo
379,1345542,3,67,4,0,No Promo
380,1202963,3,68,11,1,2
381,1476108,3,69,18,0,No Promo
382,1606603,3,70,28,1,2
383,1202963,3,71,22,1,4
384,1338430,3,72,7,1,2
385,1606603,3,73,14,1,1
386,1273498,3,74,31,1,2
387,1445605,3,75,35,0,No Promo
388,1990160,3,76,21,0,No Promo
389,1606603,3,77,32,0,No Promo
390,1938449,3,78,57,1,3
391,1944188,3,79,46,1,3
392,1082700,3,80,14,1,2
393,1273498,3,81,21,0,No Promo
394,1358379,3,82,29,0,No Promo
395,1345542,3,83,4,0,No Promo
396,1938449,3,84,33,1,1
397,1358379,3,85,31,1,1
398,1620561,3,86,39,0,No Promo
399,1358379,3,87,32,1,4
400,1202163,3,88,23,1,2
401,1829013,3,89,8,0,No Promo
402,1620561,3,90,28,0,No Promo
403,1345542,3,91,43,1,1
404,1938449,3,92,9,0,No Promo
405,1338430,3,93,7,1,2
406,1345542,3,94,58,1,3
407,1345542,3,95,49,1,1
408,1526546,3,96,23,1,4
409,1202963,3,97,30,0,No Promo
410,1829013,3,98,25,1,4
411,1202163,3,99,28,0,No Promo
412,1300188,3,100,18,0,No Promo
413,1345542,3,101,35,0,No Promo
414,1944188,3,102,34,0,No Promo
415,1944188,3,103,34,0,No Promo
416,1300188,3,104,46,1,3
417,1990160,3,105,27,1,4
418,1273498,3,106,5,1,2
419,1202963,3,107,43,1,2
420,1829013,3,108,24,0,No Promo
421,1620561,3,109,24,0,No Promo
422,1445605,3,110,10,0,No Promo
423,1082700,3,111,48,1,3
424,1445605,3,112,49,1,2
425,1944188,3,113,21,0,No Promo
426,1620561,3,114,1,0,No Promo
427,1620561,3,115,35,0,No Promo
428,1202163,3,116,39,0,No Promo
429,1990160,3,117,10,0,No Promo
430,1300188,3,118,1,1,1
431,1617330,3,119,41,1,2
432,1938449,3,120,21,0,No Promo
433,1345542,3,121,9,1,1
434,1829013,3,122,27,1,2
435,1617330,3,123,36,0,No Promo
436,1345542,3,124,30,1,1
437,1358379,3,125,9,0,No Promo
438,1990160,3,126,12,1,4
439,1703768,3,127,11,0,No Promo
440,1476108,3,128,2,0,No Promo
441,1703768,3,129,31,1,4
442,1202963,3,130,37,1,1
443,1829013,3,131,52,1,3
444,1990160,3,132,56,1,3
445,1202163,3,133,49,1,3
446,1202163,3,134,53,1,3
447,1358379,3,135,25,0,No Promo
448,1338430,3,136,24,1,4
449,1082700,3,137,29,1,1
450,1617330,3,138,33,0,No Promo
451,1829013,3,139,49,1,3
452,1620561,3,140,42,1,4
453,1345542,3,141,20,1,4
454,1944188,3,142,11,0,No Promo
455,1358379,3,143,37,0,No Promo
456,1202163,3,144,40,1,4
457,1938449,3,145,34,0,No Promo
458,1338430,3,146,23,0,No Promo
459,1938449,3,147,34,0,No Promo
460,1082700,3,148,52,1,4
461,1300188,3,149,1,0,No Promo
462,1202163,3,150,11,0,No Promo
463,1338430,3,151,49,1,3
464,1445605,3,152,6,0,No Promo
465,1938449,3,153,54,1,1
466,1938449,3,154,54,1,3
467,1345542,3,155,30,0,No Promo
468,1617330,3,156,35,1,1
469,1338430,4,1,10,1,1
470,1938449,4,2,3,0,No Promo
471,1202963,4,3,30,0,No Promo
472,1990160,4,4,15,0,No Promo
473,1082700,4,5,39,0,No Promo
474,1526546,4,6,29,0,No Promo
475,1938449,4,7,13,0,No Promo
476,1338430,4,8,19,0,No Promo
477,1082700,4,9,12,0,No Promo
478,1829013,4,10,51,1,2
479,1938449,4,11,32,0,No Promo
480,1358379,4,12,34,0,No Promo
481,1829013,4,13,12,0,No Promo
482,1273498,4,14,35,0,No Promo
483,1829013,4,15,30,1,1
484,1606603,4,16,50,1,3
485,1526546,4,17,18,0,No Promo
486,1526546,4,18,8,0,No Promo
487,1703768,4,19,43,1,4
488,1617330,4,20,50,1,2
489,1338430,4,21,6,0,No Promo
490,1273498,4,22,22,1,1
491,1300188,4,23,36,0,No Promo
492,1358379,4,24,32,0,No Promo
493,1273498,4,25,23,1,1
494,1345542,4,26,39,1,4
495,1944188,4,27,19,0,No Promo
496,1202163,4,28,15,0,No Promo
497,1829013,4,29,2,0,No Promo
498,1990160,4,30,1,0,No Promo
499,1358379,4,31,33,1,4
500,1202163,4,32,52,1,1
501,1082700,4,33,32,0,No Promo
502,1703768,4,34,13,0,No Promo
503,1938449,4,35,23,0,No Promo
504,1202163,4,36,1,0,No Promo
505,1202963,4,37,3,1,4
506,1944188,4,38,14,0,No Promo
507,1617330,4,39,14,0,No Promo
508,1082700,4,40,27,0,No Promo
509,1703768,4,41,15,0,No Promo
510,1606603,4,42,28,0,No Promo
511,1620561,4,43,27,0,No Promo
512,1273498,4,44,13,1,2
513,1606603,4,45,3,0,No Promo
514,1445605,4,46,4,0,No Promo
515,1617330,4,47,5,0,No Promo
516,1476108,4,48,13,0,No Promo
517,1338430,4,49,13,0,No Promo
518,1273498,4,50,2,0,No Promo
519,1990160,4,51,55,1,3
520,1703768,4,52,1,0,No Promo
521,1703768,4,53,21,1,1
522,1829013,4,54,6,0,No Promo
523,1829013,4,55,30,1,2
524,1345542,4,56,35,1,1
525,1829013,4,57,8,0,No Promo
526,1829013,4,58,19,1,1
527,1358379,4,59,3,1,1
528,1944188,4,60,25,0,No Promo
529,1300188,4,61,16,1,2
530,1829013,4,62,31,1,2
531,1202963,4,63,26,1,1
532,1526546,4,64,47,1,3
533,1606603,4,65,50,1,2
534,1082700,4,66,4,1,4
535,1338430,4,67,51,1,3
536,1990160,4,68,37,0,No Promo
537,1202163,4,69,55,1,4
538,1944188,4,70,53,1,1
539,1620561,4,71,30,1,4
540,1358379,4,72,1,0,No Promo
541,1990160,4,73,28,0,No Promo
542,1345542,4,74,39,0,No Promo
543,1338430,4,75,1,0,No Promo
544,1944188,4,76,56,1,3
545,1606603,4,77,32,0,No Promo
546,1620561,4,78,1,0,No Promo
547,1938449,4,79,13,0,No Promo
548,1606603,4,80,56,1,3
549,1990160,4,81,24,0,No Promo
550,1345542,4,82,53,1,3
551,1703768,4,83,35,0,No Promo
552,1990160,4,84,24,0,No Promo
553,1358379,4,85,47,1,3
554,1345542,4,86,19,1,2
555,1476108,4,87,51,1,3
556,1082700,4,88,36,1,1
557,1703768,4,89,23,1,4
558,1829013,4,90,6,1,2
559,1990160,4,91,3,0,No Promo
560,1606603,4,92,38,0,No Promo
561,1703768,4,93,37,1,2
562,1202163,4,94,21,0,No Promo
563,1476108,4,95,51,1,4
564,1617330,4,96,36,0,No Promo
565,1358379,4,97,19,0,No Promo
566,1944188,4,98,25,0,No Promo
567,1082700,4,99,24,0,No Promo
568,1345542,4,100,38,1,4
569,1620561,4,101,9,1,4
570,1445605,4,102,39,0,No Promo
571,1990160,4,103,19,0,No Promo
572,1476108,4,104,11,0,No Promo
573,1445605,4,105,24,0,No Promo
574,1202963,4,106,11,0,No Promo
575,1273498,4,107,4,0,No Promo
576,1445605,4,108,22,0,No Promo
577,1338430,4,109,28,0,No Promo
578,1990160,4,110,21,0,No Promo
579,1202163,4,111,37,0,No Promo
580,1445605,4,112,51,1,3
581,1358379,4,113,21,1,1
582,1526546,4,114,45,1,2
583,1358379,4,115,14,1,2
584,1358379,4,116,39,0,No Promo
585,1345542,4,117,26,0,No Promo
586,1358379,4,118,12,0,No Promo
587,1338430,4,119,21,1,4
588,1082700,4,120,11,1,4
589,1617330,4,121,21,0,No Promo
590,1829013,4,122,51,1,2
591,1358379,4,123,3,1,4
592,1476108,4,124,30,0,No Promo
593,1526546,4,125,21,0,No Promo
594,1990160,4,126,24,0,No Promo
595,1990160,4,127,42,1,1
596,1345542,4,128,33,0,No Promo
597,1829013,4,129,22,0,No Promo
598,1202963,4,130,39,1,4
599,1526546,4,131,58,1,3
600,1938449,4,132,33,1,1
601,1358379,4,133,46,1,3
602,1944188,4,134,11,1,2
603,1526546,4,135,20,0,No Promo
604,1526546,4,136,18,0,No Promo
605,1345542,4,137,53,1,1
606,1358379,4,138,24,1,4
607,1938449,4,139,34,1,2
608,1526546,4,140,48,1,4
609,1082700,4,141,11,1,2
610,1938449,4,142,3,0,No Promo
611,1476108,4,143,18,0,No Promo
612,1938449,4,144,7,0,No Promo
613,1606603,4,145,44,1,4
614,1445605,4,146,25,1,2
615,1829013,4,147,46,1,4
616,1300188,4,148,15,0,No Promo
617,1082700,4,149,1,0,No Promo
618,1338430,4,150,38,1,4
619,1829013,4,151,11,0,No Promo
620,1617330,4,152,15,1,4
621,1476108,4,153,56,1,3
622,1338430,4,154,5,0,No Promo
623,1345542,4,155,19,1,1
624,1358379,4,156,48,1,2
625,1526546,5,1,53,1,2
626,1338430,5,2,53,1,2
627,1617330,5,3,18,0,No Promo
628,1944188,5,4,8,0,No Promo
629,1617330,5,5,36,0,No Promo
630,1620561,5,6,15,1,4
631,1620561,5,7,16,0,No Promo
632,1273498,5,8,22,1,2
633,1202963,5,9,7,0,No Promo
634,1445605,5,10,27,0,No Promo
635,1445605,5,11,4,0,No Promo
636,1202163,5,12,1,0,No Promo
637,1703768,5,13,37,1,4
638,1476108,5,14,10,1,4
639,1338430,5,15,31,1,4
640,1617330,5,16,23,0,No Promo
641,1358379,5,17,6,0,No Promo
642,1082700,5,18,47,1,3
643,1944188,5,19,12,0,No Promo
644,1082700,5,20,6,0,No Promo
645,1202963,5,21,35,1,4
646,1829013,5,22,6,1,4
647,1202163,5,23,8,0,No Promo
648,1300188,5,24,25,1,1
649,1345542,5,25,3,0,No Promo
650,1938449,5,26,29,0,No Promo
651,1703768,5,27,6,0,No Promo
652,1620561,5,28,24,1,4
653,1445605,5,29,39,0,No Promo
654,1476108,5,30,5,1,2
655,1620561,5,31,3,1,4
656,1358379,5,32,24,0,No Promo
657,1703768,5,33,7,1,1
658,1617330,5,34,31,1,4
659,1345542,5,35,55,1,3
660,1620561,5,36,11,0,No Promo
661,1345542,5,37,16,0,No Promo
662,1082700,5,38,30,1,1
663,1358379,5,39,6,0,No Promo
664,1617330,5,40,40,1,2
665,1606603,5,41,23,0,No Promo
666,1202163,5,42,25,1,4
667,1703768,5,43,17,0,No Promo
668,1617330,5,44,26,0,No Promo
669,1617330,5,45,4,0,No Promo
670,1703768,5,46,4,1,1
671,1606603,5,47,2,0,No Promo
672,1526546,5,48,2,0,No Promo
673,1617330,5,49,37,1,2
674,1526546,5,50,40,1,1
675,1082700,5,51,47,1,3
676,1082700,5,52,15,0,No Promo
677,1273498,5,53,1,1,2
678,1620561,5,54,11,0,No Promo
679,1358379,5,55,2,1,2
680,1829013,5,56,1,0,No Promo
681,1620561,5,57,45,1,1
682,1703768,5,58,35,1,2
683,1476108,5,59,54,1,3
684,1990160,5,60,4,0,No Promo
685,1445605,5,61,8,0,No Promo
686,1938449,5,62,4,0,No Promo
687,1617330,5,63,20,0,No Promo
688,1617330,5,64,35,1,4
689,1938449,5,65,13,0,No Promo
690,1620561,5,66,37,1,2
691,1526546,5,67,52,1,3
692,1703768,5,68,17,1,4
693,1345542,5,69,12,1,4
694,1338430,5,70,34,1,2
695,1620561,5,71,35,1,1
696,1703768,5,72,26,0,No Promo
697,1300188,5,73,31,0,No Promo
698,1617330,5,74,21,1,2
699,1202163,5,75,14,0,No Promo
700,1476108,5,76,51,1,4
701,1300188,5,77,25,1,1
702,1445605,5,78,2,0,No Promo
703,1476108,5,79,55,1,2
704,1082700,5,80,28,1,4
705,1938449,5,81,21,1,2
706,1620561,5,82,35,1,4
707,1358379,5,83,57,1,3
708,1829013,5,84,17,0,No Promo
709,1273498,5,85,34,0,No Promo
710,1944188,5,86,35,0,No Promo
711,1703768,5,87,40,1,2
712,1526546,5,88,2,0,No Promo
713,1338430,5,89,12,1,2
714,1620561,5,90,57,1,3
715,1526546,5,91,7,0,No Promo
716,1345542,5,92,15,1,4
717,1944188,5,93,15,1,4
718,1345542,5,94,30,0,No Promo
719,1202163,5,95,56,1,3
720,1703768,5,96,13,1,1
721,1703768,5,97,9,1,2
722,1273498,5,98,16,0,No Promo
723,1944188,5,99,16,1,4
724,1476108,5,100,48,1,2
725,1990160,5,101,33,1,4
726,1938449,5,102,14,0,No Promo
727,1606603,5,103,9,0,No Promo
728,1082700,5,104,39,1,4
729,1273498,5,105,22,1,1
730,1358379,5,106,53,1,3
731,1338430,5,107,17,1,2
732,1476108,5,108,36,0,No Promo
733,1300188,5,109,31,1,1
734,1703768,5,110,39,0,No Promo
735,1606603,5,111,23,0,No Promo
736,1345542,5,112,33,0,No Promo
737,1938449,5,113,7,0,No Promo
738,1338430,5,114,29,1,1
739,1617330,5,115,34,1,2
740,1202163,5,116,12,0,No Promo
741,1345542,5,117,48,1,4
742,1476108,5,118,30,1,2
743,1829013,5,119,4,0,No Promo
744,1273498,5,120,20,1,1
745,1202163,5,121,33,1,1
746,1829013,5,122,37,1,4
747,1202963,5,123,28,0,No Promo
748,1617330,5,124,51,1,3
749,1202163,5,125,54,1,3
750,1338430,5,126,35,0,No Promo
751,1358379,5,127,3,1,4
752,1345542,5,128,20,0,No Promo
753,1526546,5,129,34,0,No Promo
754,1938449,5,130,42,1,4
755,1476108,5,131,30,0,No Promo
756,1273498,5,132,35,1,1
757,1082700,5,133,12,0,No Promo
758,1620561,5,134,10,0,No Promo
759,1703768,5,135,56,1,3
760,1082700,5,136,58,1,3
761,1445605,5,137,12,1,1
762,1202163,5,138,21,0,No Promo
763,1300188,5,139,32,0,No Promo
764,1703768,5,140,14,1,2
765,1202163,5,141,4,0,No Promo
766,1526546,5,142,55,1,3
767,1345542,5,143,21,0,No Promo
768,1273498,5,144,10,0,No Promo
769,1082700,5,145,10,1,4
770,1938449,5,146,32,0,No Promo
771,1338430,5,147,5,0,No Promo
772,1202163,5,148,33,1,1
773,1476108,5,149,37,0,No Promo
774,1082700,5,150,15,0,No Promo
775,1944188,5,151,10,1,1
776,1202963,5,152,33,0,No Promo
777,1202963,5,153,38,0,No Promo
778,1944188,5,154,25,1,1
779,1202163,5,155,35,1,2
780,1202963,5,156,17,0,No Promo
781,1445605,6,1,13,1,2
782,1338430,6,2,38,0,No Promo
783,1345542,6,3,51,1,1
784,1990160,6,4,3,0,No Promo
785,1202163,6,5,39,0,No Promo
786,1273498,6,6,37,0,No Promo
787,1202963,6,7,17,0,No Promo
788,1082700,6,8,38,0,No Promo
789,1445605,6,9,8,1,2
790,1082700,6,10,24,0,No Promo
791,1202963,6,11,15,0,No Promo
792,1445605,6,12,4,0,No Promo
793,1358379,6,13,21,0,No Promo
794,1944188,6,14,37,0,No Promo
795,1476108,6,15,28,0,No Promo
796,1273498,6,16,19,0,No Promo
